"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameFIFAESDComparatorLevenshtein record1Value","[0] PlayerNameFIFAESDComparatorLevenshtein record2Value","[0] PlayerNameFIFAESDComparatorLevenshtein record1PreprocessedValue","[0] PlayerNameFIFAESDComparatorLevenshtein record2PreprocessedValue","[0] PlayerNameFIFAESDComparatorLevenshtein similarity","[0] PlayerNameFIFAESDComparatorLevenshtein postproccesedSimilarity","[1] PlayerNameFIFAESDComparatorJaccard record1Value","[1] PlayerNameFIFAESDComparatorJaccard record2Value","[1] PlayerNameFIFAESDComparatorJaccard record1PreprocessedValue","[1] PlayerNameFIFAESDComparatorJaccard record2PreprocessedValue","[1] PlayerNameFIFAESDComparatorJaccard similarity","[1] PlayerNameFIFAESDComparatorJaccard postproccesedSimilarity","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record1Value","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record2Value","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record1PreprocessedValue","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record2PreprocessedValue","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance similarity","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance postproccesedSimilarity","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record1Value","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record2Value","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record1PreprocessedValue","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record2PreprocessedValue","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment similarity","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment postproccesedSimilarity","[4] DateFIFAESDComparator2Year record1Value","[4] DateFIFAESDComparator2Year record2Value","[4] DateFIFAESDComparator2Year record1PreprocessedValue","[4] DateFIFAESDComparator2Year record2PreprocessedValue","[4] DateFIFAESDComparator2Year similarity","[4] DateFIFAESDComparator2Year postproccesedSimilarity","[5] HeightFIFAESDAbsoluteDifferences record1Value","[5] HeightFIFAESDAbsoluteDifferences record2Value","[5] HeightFIFAESDAbsoluteDifferences record1PreprocessedValue","[5] HeightFIFAESDAbsoluteDifferences record2PreprocessedValue","[5] HeightFIFAESDAbsoluteDifferences similarity","[5] HeightFIFAESDAbsoluteDifferences postproccesedSimilarity"
"WekaMatchingRule","2228","2002066",,"0","L. Sané","Dejan Drazic","l sane","d drazic","0.25","0.25","L. Sané","Dejan Drazic","l sane","d drazic","0.0","0.0","L. Sané","Dejan Drazic","l sane","d drazic","6.0","6.0","L. Sané","Dejan Drazic","l sane","d drazic","0.0","0.0","1988-01-01T00:00","1995-09-26T00:00","1988-01-01T00:00","1995-09-26T00:00","0.0","0.0","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","9644","2008619","0.9067940033383189","1","T. Mears","Tyrone Mears","t mears","t mears","1.0","1.0","T. Mears","Tyrone Mears","t mears","t mears","1.0","1.0","T. Mears","Tyrone Mears","t mears","t mears","0.0","0.0","T. Mears","Tyrone Mears","t mears","t mears","1.0","1.0","1984-01-01T00:00","1983-02-18T00:00","1984-01-01T00:00","1983-02-18T00:00","0.75","0.75","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","14543","2000616",,"0","M. Qvist","Andreas Granqvist","m qvist","a granqvist","0.5454545454545454","0.5454545454545454","M. Qvist","Andreas Granqvist","m qvist","a granqvist","0.0","0.0","M. Qvist","Andreas Granqvist","m qvist","a granqvist","5.0","5.0","M. Qvist","Andreas Granqvist","m qvist","a granqvist","0.0","0.0","1994-01-01T00:00","1985-04-16T00:00","1994-01-01T00:00","1985-04-16T00:00","0.0","0.0","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","4183","2000750","0.0",,"Adriano Facchini","Antonio Barragan","adriano facchini","antonio barragan","0.25","0.25","Adriano Facchini","Antonio Barragan","adriano facchini","antonio barragan","0.0","0.0","Adriano Facchini","Antonio Barragan","adriano facchini","antonio barragan","12.0","12.0","Adriano Facchini","Antonio Barragan","adriano facchini","antonio barragan","0.0","0.0","1984-01-01T00:00","1987-06-12T00:00","1984-01-01T00:00","1987-06-12T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","12990","2005423","0.07",,"M. Penney","Marc Tierney","m penney","m tierney","0.6666666666666667","0.6666666666666667","M. Penney","Marc Tierney","m penney","m tierney","0.3333333333333333","0.3333333333333333","M. Penney","Marc Tierney","m penney","m tierney","3.0","3.0","M. Penney","Marc Tierney","m penney","m tierney","0.5","0.5","1999-01-01T00:00","1985-08-23T00:00","1999-01-01T00:00","1985-08-23T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","9097","2000605","0.03",,"Alberto Soro","Andrea Poli","alberto soro","andrea poli","0.33333333333333337","0.33333333333333337","Alberto Soro","Andrea Poli","alberto soro","andrea poli","0.0","0.0","Alberto Soro","Andrea Poli","alberto soro","andrea poli","8.0","8.0","Alberto Soro","Andrea Poli","alberto soro","andrea poli","0.0","0.0","2000-01-01T00:00","1989-09-29T00:00","2000-01-01T00:00","1989-09-29T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","5999","2000724","0.03",,"A. Teikeu","Anthony Straker","a teikeu","a straker","0.5555555555555556","0.5555555555555556","A. Teikeu","Anthony Straker","a teikeu","a straker","0.3333333333333333","0.3333333333333333","A. Teikeu","Anthony Straker","a teikeu","a straker","4.0","4.0","A. Teikeu","Anthony Straker","a teikeu","a straker","0.5","0.5","1991-01-01T00:00","1988-09-23T00:00","1991-01-01T00:00","1988-09-23T00:00","0.25","0.25","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","16343","2004206","0.24",,"J. Bursztyn","Jonatan Montiel","j bursztyn","j montiel","0.19999999999999996","0.19999999999999996","J. Bursztyn","Jonatan Montiel","j bursztyn","j montiel","0.3333333333333333","0.3333333333333333","J. Bursztyn","Jonatan Montiel","j bursztyn","j montiel","8.0","8.0","J. Bursztyn","Jonatan Montiel","j bursztyn","j montiel","0.5","0.5","1999-01-01T00:00","1998-09-03T00:00","1999-01-01T00:00","1998-09-03T00:00","0.75","0.75","0.0","172.72000122070312","0.0","172.72000122070312","0.0","0.0"
"WekaMatchingRule","6582","2004751","0.8937021581263721","1","K. Vandendriessche","Kevin Vandendriessche","k vandendriessche","k vandendriessche","1.0","1.0","K. Vandendriessche","Kevin Vandendriessche","k vandendriessche","k vandendriessche","1.0","1.0","K. Vandendriessche","Kevin Vandendriessche","k vandendriessche","k vandendriessche","0.0","0.0","K. Vandendriessche","Kevin Vandendriessche","k vandendriessche","k vandendriessche","1.0","1.0","1991-01-01T00:00","1989-08-07T00:00","1991-01-01T00:00","1989-08-07T00:00","0.5","0.5","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","17620","2005105","0.1853333333333333",,"L. Langhans","Lorenzo Melgarejo","l langhans","l melgarejo","0.2727272727272727","0.2727272727272727","L. Langhans","Lorenzo Melgarejo","l langhans","l melgarejo","0.3333333333333333","0.3333333333333333","L. Langhans","Lorenzo Melgarejo","l langhans","l melgarejo","8.0","8.0","L. Langhans","Lorenzo Melgarejo","l langhans","l melgarejo","0.5","0.5","2000-01-01T00:00","1990-08-10T00:00","2000-01-01T00:00","1990-08-10T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","1454","2000007","0.9067940033383189","1","A. Lennon","Aaron Lennon","a lennon","a lennon","1.0","1.0","A. Lennon","Aaron Lennon","a lennon","a lennon","1.0","1.0","A. Lennon","Aaron Lennon","a lennon","a lennon","0.0","0.0","A. Lennon","Aaron Lennon","a lennon","a lennon","1.0","1.0","1988-01-01T00:00","1987-04-16T00:00","1988-01-01T00:00","1987-04-16T00:00","0.75","0.75","0.0","165.10000610351562","0.0","165.10000610351562","0.0","0.0"
"WekaMatchingRule","2956","2002392","0.0642301583722292","0","Eduardo","Eduardo","eduardo","eduardo","1.0","1.0","Eduardo","Eduardo","eduardo","eduardo","1.0","1.0","Eduardo","Eduardo","eduardo","eduardo","0.0","0.0","Eduardo","Eduardo","eduardo","eduardo","1.0","1.0","1994-01-01T00:00","1983-02-25T00:00","1994-01-01T00:00","1983-02-25T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","17111","2001172",,"0","M. Ross Jensen","Brian Jensen","m ross jensen","b jensen","0.5384615384615384","0.5384615384615384","M. Ross Jensen","Brian Jensen","m ross jensen","b jensen","0.25","0.25","M. Ross Jensen","Brian Jensen","m ross jensen","b jensen","6.0","6.0","M. Ross Jensen","Brian Jensen","m ross jensen","b jensen","0.5","0.5","2002-01-01T00:00","1975-06-08T00:00","2002-01-01T00:00","1975-06-08T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","7442","2003774","0.06",,"J. van Aken","Jan Bamert","j van aken","j bamert","0.30000000000000004","0.30000000000000004","J. van Aken","Jan Bamert","j van aken","j bamert","0.25","0.25","J. van Aken","Jan Bamert","j van aken","j bamert","7.0","7.0","J. van Aken","Jan Bamert","j van aken","j bamert","0.5","0.5","1995-01-01T00:00","1998-03-09T00:00","1995-01-01T00:00","1998-03-09T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","12763","2003913",,"0","L. Faye","Jefferson Farfan","l faye","j farfan","0.375","0.375","L. Faye","Jefferson Farfan","l faye","j farfan","0.0","0.0","L. Faye","Jefferson Farfan","l faye","j farfan","5.0","5.0","L. Faye","Jefferson Farfan","l faye","j farfan","0.0","0.0","1999-01-01T00:00","1984-10-26T00:00","1999-01-01T00:00","1984-10-26T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","3033","2006148","0.33",,"M. Pazdan","Michihirio Yasuda","m pazdan","m yasuda","0.5","0.5","M. Pazdan","Michihirio Yasuda","m pazdan","m yasuda","0.3333333333333333","0.3333333333333333","M. Pazdan","Michihirio Yasuda","m pazdan","m yasuda","4.0","4.0","M. Pazdan","Michihirio Yasuda","m pazdan","m yasuda","0.5","0.5","1989-01-01T00:00","1987-12-20T00:00","1989-01-01T00:00","1987-12-20T00:00","0.5","0.5","0.0","172.72000122070312","0.0","172.72000122070312","0.0","0.0"
"WekaMatchingRule","12234","2006369","0.02",,"M. Van Damme","Mustapha Dumbuya","m van damme","m dumbuya","0.18181818181818177","0.18181818181818177","M. Van Damme","Mustapha Dumbuya","m van damme","m dumbuya","0.25","0.25","M. Van Damme","Mustapha Dumbuya","m van damme","m dumbuya","9.0","9.0","M. Van Damme","Mustapha Dumbuya","m van damme","m dumbuya","0.5","0.5","1995-01-01T00:00","1987-08-07T00:00","1995-01-01T00:00","1987-08-07T00:00","0.0","0.0","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","3025","2007623","0.8937021581263721","0","R. Pérez","Ruben Perez","r perez","r perez","1.0","1.0","R. Pérez","Ruben Perez","r perez","r perez","1.0","1.0","R. Pérez","Ruben Perez","r perez","r perez","0.0","0.0","R. Pérez","Ruben Perez","r perez","r perez","1.0","1.0","1991-01-01T00:00","1989-04-26T00:00","1991-01-01T00:00","1989-04-26T00:00","0.5","0.5","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","9779","2007966","0.13416666666666666",,"S. Aasmundsen","Sergio Rochet","s aasmundsen","s rochet","0.25","0.25","S. Aasmundsen","Sergio Rochet","s aasmundsen","s rochet","0.3333333333333333","0.3333333333333333","S. Aasmundsen","Sergio Rochet","s aasmundsen","s rochet","9.0","9.0","S. Aasmundsen","Sergio Rochet","s aasmundsen","s rochet","0.5","0.5","1991-01-01T00:00","1993-03-23T00:00","1991-01-01T00:00","1993-03-23T00:00","0.0","0.0","0.0","190.5","0.0","190.5","0.0","0.0"
"WekaMatchingRule","16678","2004016","0.2115",,"J. McMillan","Jhon Cordoba","j mcmillan","j cordoba","0.30000000000000004","0.30000000000000004","J. McMillan","Jhon Cordoba","j mcmillan","j cordoba","0.3333333333333333","0.3333333333333333","J. McMillan","Jhon Cordoba","j mcmillan","j cordoba","7.0","7.0","J. McMillan","Jhon Cordoba","j mcmillan","j cordoba","0.5","0.5","1999-01-01T00:00","1993-05-11T00:00","1999-01-01T00:00","1993-05-11T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","12774","2003924",,"0","M. Sourzac","Jeffrey Schlupp","m sourzac","j schlupp","0.2222222222222222","0.2222222222222222","M. Sourzac","Jeffrey Schlupp","m sourzac","j schlupp","0.0","0.0","M. Sourzac","Jeffrey Schlupp","m sourzac","j schlupp","7.0","7.0","M. Sourzac","Jeffrey Schlupp","m sourzac","j schlupp","0.0","0.0","1993-01-01T00:00","1992-12-23T00:00","1993-01-01T00:00","1992-12-23T00:00","0.75","0.75","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","10805","2001231","0.9067940033383189","1","B. Verboom","Bryan Verboom","b verboom","b verboom","1.0","1.0","B. Verboom","Bryan Verboom","b verboom","b verboom","1.0","1.0","B. Verboom","Bryan Verboom","b verboom","b verboom","0.0","0.0","B. Verboom","Bryan Verboom","b verboom","b verboom","1.0","1.0","1993-01-01T00:00","1992-01-30T00:00","1993-01-01T00:00","1992-01-30T00:00","0.75","0.75","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","12705","2001276",,"0","B. Alston","Carles Martinez","b alston","c martinez","0.30000000000000004","0.30000000000000004","B. Alston","Carles Martinez","b alston","c martinez","0.0","0.0","B. Alston","Carles Martinez","b alston","c martinez","7.0","7.0","B. Alston","Carles Martinez","b alston","c martinez","0.0","0.0","1993-01-01T00:00","1988-01-03T00:00","1993-01-01T00:00","1988-01-03T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","3513","2002707","0.9067940033383189","1","F. Ricci","Federico Ricci","f ricci","f ricci","1.0","1.0","F. Ricci","Federico Ricci","f ricci","f ricci","1.0","1.0","F. Ricci","Federico Ricci","f ricci","f ricci","0.0","0.0","F. Ricci","Federico Ricci","f ricci","f ricci","1.0","1.0","1995-01-01T00:00","1994-05-27T00:00","1995-01-01T00:00","1994-05-27T00:00","0.75","0.75","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","11939","2004584","0.10333333333333333",,"K. Behrens","Kamil Kuczak","k behrens","k kuczak","0.2222222222222222","0.2222222222222222","K. Behrens","Kamil Kuczak","k behrens","k kuczak","0.3333333333333333","0.3333333333333333","K. Behrens","Kamil Kuczak","k behrens","k kuczak","7.0","7.0","K. Behrens","Kamil Kuczak","k behrens","k kuczak","0.5","0.5","1992-01-01T00:00","1996-03-02T00:00","1992-01-01T00:00","1996-03-02T00:00","0.0","0.0","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","8116","2005689","0.05833333333333334",,"M. de Leeuw","Markus Rosenberg","m de leeuw","m rosenberg","0.2727272727272727","0.2727272727272727","M. de Leeuw","Markus Rosenberg","m de leeuw","m rosenberg","0.25","0.25","M. de Leeuw","Markus Rosenberg","m de leeuw","m rosenberg","8.0","8.0","M. de Leeuw","Markus Rosenberg","m de leeuw","m rosenberg","0.5","0.5","1988-01-01T00:00","1982-09-27T00:00","1988-01-01T00:00","1982-09-27T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","9715","2008864","0.9067940033383189","1","W. Kvist","William Kvist","w kvist","w kvist","1.0","1.0","W. Kvist","William Kvist","w kvist","w kvist","1.0","1.0","W. Kvist","William Kvist","w kvist","w kvist","0.0","0.0","W. Kvist","William Kvist","w kvist","w kvist","1.0","1.0","1986-01-01T00:00","1985-02-24T00:00","1986-01-01T00:00","1985-02-24T00:00","0.75","0.75","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","3517","2007541","0.45933333333333337",,"R. Canouse","Roman Buess","r canouse","r buess","0.33333333333333337","0.33333333333333337","R. Canouse","Roman Buess","r canouse","r buess","0.3333333333333333","0.3333333333333333","R. Canouse","Roman Buess","r canouse","r buess","6.0","6.0","R. Canouse","Roman Buess","r canouse","r buess","0.5","0.5","1996-01-01T00:00","1992-09-21T00:00","1996-01-01T00:00","1992-09-21T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","4810","2000101","0.08166666666666668",,"A. Hutton","Adam Matthews","a hutton","a matthews","0.4","0.4","A. Hutton","Adam Matthews","a hutton","a matthews","0.3333333333333333","0.3333333333333333","A. Hutton","Adam Matthews","a hutton","a matthews","6.0","6.0","A. Hutton","Adam Matthews","a hutton","a matthews","0.5","0.5","1986-01-01T00:00","1992-01-13T00:00","1986-01-01T00:00","1992-01-13T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","1572","2002727","0.8937021581263721","0","Felipe","Felipe","felipe","felipe","1.0","1.0","Felipe","Felipe","felipe","felipe","1.0","1.0","Felipe","Felipe","felipe","felipe","0.0","0.0","Felipe","Felipe","felipe","felipe","1.0","1.0","1986-01-01T00:00","1984-02-22T00:00","1986-01-01T00:00","1984-02-22T00:00","0.5","0.5","0.0","190.5","0.0","190.5","0.0","0.0"
"WekaMatchingRule","14129","2007721","0.0",,"Song Soo Yeong","Salvatore Bocchetti","song soo yeong","salvatore bocchetti","0.26315789473684215","0.26315789473684215","Song Soo Yeong","Salvatore Bocchetti","song soo yeong","salvatore bocchetti","0.0","0.0","Song Soo Yeong","Salvatore Bocchetti","song soo yeong","salvatore bocchetti","14.0","14.0","Song Soo Yeong","Salvatore Bocchetti","song soo yeong","salvatore bocchetti","0.0","0.0","1993-01-01T00:00","1986-11-30T00:00","1993-01-01T00:00","1986-11-30T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","794","2006154","0.41",,"M. Lemina","Mickael Facchinetti","m lemina","m facchinetti","0.3076923076923077","0.3076923076923077","M. Lemina","Mickael Facchinetti","m lemina","m facchinetti","0.3333333333333333","0.3333333333333333","M. Lemina","Mickael Facchinetti","m lemina","m facchinetti","9.0","9.0","M. Lemina","Mickael Facchinetti","m lemina","m facchinetti","0.5","0.5","1995-01-01T00:00","1991-02-15T00:00","1995-01-01T00:00","1991-02-15T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","3503","2003515","0.08166666666666668",,"I. Seck","Ibrahim Sissoko","i seck","i sissoko","0.4444444444444444","0.4444444444444444","I. Seck","Ibrahim Sissoko","i seck","i sissoko","0.3333333333333333","0.3333333333333333","I. Seck","Ibrahim Sissoko","i seck","i sissoko","5.0","5.0","I. Seck","Ibrahim Sissoko","i seck","i sissoko","0.5","0.5","1991-01-01T00:00","1991-11-29T00:00","1991-01-01T00:00","1991-11-29T00:00","1.0","1.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","624","2002207",,"0","M. Elyounoussi","Dimitri Mohamed","m elyounoussi","d mohamed","0.15384615384615385","0.15384615384615385","M. Elyounoussi","Dimitri Mohamed","m elyounoussi","d mohamed","0.0","0.0","M. Elyounoussi","Dimitri Mohamed","m elyounoussi","d mohamed","11.0","11.0","M. Elyounoussi","Dimitri Mohamed","m elyounoussi","d mohamed","0.0","0.0","1996-01-01T00:00","1989-06-10T00:00","1996-01-01T00:00","1989-06-10T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","13617","2000585","0.6",,"A. Almendra","Andrea Campagnolo","a almendra","a campagnolo","0.33333333333333337","0.33333333333333337","A. Almendra","Andrea Campagnolo","a almendra","a campagnolo","0.3333333333333333","0.3333333333333333","A. Almendra","Andrea Campagnolo","a almendra","a campagnolo","8.0","8.0","A. Almendra","Andrea Campagnolo","a almendra","a campagnolo","0.5","0.5","2001-01-01T00:00","1978-06-17T00:00","2001-01-01T00:00","1978-06-17T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","12108","2006451",,"0","C. McGeehan","Nemanja Radoja","c mcgeehan","n radoja","0.19999999999999996","0.19999999999999996","C. McGeehan","Nemanja Radoja","c mcgeehan","n radoja","0.0","0.0","C. McGeehan","Nemanja Radoja","c mcgeehan","n radoja","8.0","8.0","C. McGeehan","Nemanja Radoja","c mcgeehan","n radoja","0.0","0.0","1996-01-01T00:00","1993-02-06T00:00","1996-01-01T00:00","1993-02-06T00:00","0.25","0.25","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","16889","2005759","0.2053333333333333",,"M. Tapias","Marvin Friedrich","m tapias","m friedrich","0.2727272727272727","0.2727272727272727","M. Tapias","Marvin Friedrich","m tapias","m friedrich","0.3333333333333333","0.3333333333333333","M. Tapias","Marvin Friedrich","m tapias","m friedrich","8.0","8.0","M. Tapias","Marvin Friedrich","m tapias","m friedrich","0.5","0.5","1998-01-01T00:00","1995-12-13T00:00","1998-01-01T00:00","1995-12-13T00:00","0.25","0.25","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","9193","2008242","0.06",,"S. Moyano","Steven Ross","s moyano","s ross","0.375","0.375","S. Moyano","Steven Ross","s moyano","s ross","0.3333333333333333","0.3333333333333333","S. Moyano","Steven Ross","s moyano","s ross","5.0","5.0","S. Moyano","Steven Ross","s moyano","s ross","0.5","0.5","1992-01-01T00:00","1993-08-29T00:00","1992-01-01T00:00","1993-08-29T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","9057","2000419","0.11599999999999999",,"A. Beghetto","Alexandru Maxim","a beghetto","a maxim","0.19999999999999996","0.19999999999999996","A. Beghetto","Alexandru Maxim","a beghetto","a maxim","0.3333333333333333","0.3333333333333333","A. Beghetto","Alexandru Maxim","a beghetto","a maxim","8.0","8.0","A. Beghetto","Alexandru Maxim","a beghetto","a maxim","0.5","0.5","1996-01-01T00:00","1990-07-08T00:00","1996-01-01T00:00","1990-07-08T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","14510","2004334","0.01","0","J. Albert","Jose Alberto Shaffer,18","j albert","j alberto shaffer,18","0.4","0.4","J. Albert","Jose Alberto Shaffer,18","j albert","j alberto shaffer,18","0.2","0.2","J. Albert","Jose Alberto Shaffer,18","j albert","j alberto shaffer,18","12.0","12.0","J. Albert","Jose Alberto Shaffer,18","j albert","j alberto shaffer,18","0.5","0.5","1993-01-01T00:00","1985-12-16T00:00","1993-01-01T00:00","1985-12-16T00:00","0.0","0.0","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","3601","2007242",,"1","Albentosa","Raul Albentosa","albentosa","raul albentosa","0.6428571428571428","0.6428571428571428","Albentosa","Raul Albentosa","albentosa","raul albentosa","0.5","0.5","Albentosa","Raul Albentosa","albentosa","raul albentosa","5.0","5.0","Albentosa","Raul Albentosa","albentosa","raul albentosa","1.0","1.0","1990-01-01T00:00","1988-09-01T00:00","1990-01-01T00:00","1988-09-01T00:00","0.5","0.5","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","2119","2008112",,"0","André Sousa","Souza","andre sousa","souza","0.36363636363636365","0.36363636363636365","André Sousa","Souza","andre sousa","souza","0.0","0.0","André Sousa","Souza","andre sousa","souza","7.0","7.0","André Sousa","Souza","andre sousa","souza","0.0","0.0","1992-01-01T00:00","1989-02-11T00:00","1992-01-01T00:00","1989-02-11T00:00","0.25","0.25","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","2841","2008388","0.02",,"T. Krul","Thomas Guimaraes Azevedo","t krul","t guimaraes azevedo","0.1578947368421053","0.1578947368421053","T. Krul","Thomas Guimaraes Azevedo","t krul","t guimaraes azevedo","0.25","0.25","T. Krul","Thomas Guimaraes Azevedo","t krul","t guimaraes azevedo","16.0","16.0","T. Krul","Thomas Guimaraes Azevedo","t krul","t guimaraes azevedo","0.5","0.5","1989-01-01T00:00","1991-08-31T00:00","1989-01-01T00:00","1991-08-31T00:00","0.0","0.0","0.0","172.72000122070312","0.0","172.72000122070312","0.0","0.0"
"WekaMatchingRule","14257","2004627","0.8937021581263721","1","K. Danielak","Karol Danielak","k danielak","k danielak","1.0","1.0","K. Danielak","Karol Danielak","k danielak","k danielak","1.0","1.0","K. Danielak","Karol Danielak","k danielak","k danielak","0.0","0.0","K. Danielak","Karol Danielak","k danielak","k danielak","1.0","1.0","1993-01-01T00:00","1991-09-29T00:00","1993-01-01T00:00","1991-09-29T00:00","0.5","0.5","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","16569","2001605",,"0","K. Gordon","Craig Gordon","k gordon","c gordon","0.875","0.875","K. Gordon","Craig Gordon","k gordon","c gordon","0.3333333333333333","0.3333333333333333","K. Gordon","Craig Gordon","k gordon","c gordon","1.0","1.0","K. Gordon","Craig Gordon","k gordon","c gordon","0.5","0.5","1999-01-01T00:00","1982-12-31T00:00","1999-01-01T00:00","1982-12-31T00:00","0.0","0.0","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","17806","2003597",,"0","S. Bohan","Ishmael Yartey","s bohan","i yartey","0.125","0.125","S. Bohan","Ishmael Yartey","s bohan","i yartey","0.0","0.0","S. Bohan","Ishmael Yartey","s bohan","i yartey","7.0","7.0","S. Bohan","Ishmael Yartey","s bohan","i yartey","0.0","0.0","2002-01-01T00:00","1990-01-11T00:00","2002-01-01T00:00","1990-01-11T00:00","0.0","0.0","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","10402","2001222","0.22",,"B. Renneke","Bryan Dabo","b renneke","b dabo","0.2222222222222222","0.2222222222222222","B. Renneke","Bryan Dabo","b renneke","b dabo","0.3333333333333333","0.3333333333333333","B. Renneke","Bryan Dabo","b renneke","b dabo","7.0","7.0","B. Renneke","Bryan Dabo","b renneke","b dabo","0.5","0.5","1994-01-01T00:00","1992-02-18T00:00","1994-01-01T00:00","1992-02-18T00:00","0.5","0.5","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","770","2001871","0.0",,"Diego Carlos","Dario Melnjak","diego carlos","dario melnjak","0.23076923076923073","0.23076923076923073","Diego Carlos","Dario Melnjak","diego carlos","dario melnjak","0.0","0.0","Diego Carlos","Dario Melnjak","diego carlos","dario melnjak","10.0","10.0","Diego Carlos","Dario Melnjak","diego carlos","dario melnjak","0.0","0.0","1994-01-01T00:00","1992-10-31T00:00","1994-01-01T00:00","1992-10-31T00:00","0.5","0.5","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
